id,title,abstract,checked_by,kes_check,hji_check,curation_sum,number_of_checks,curation_score,kes_notes,hji_notes
32773643,Genomic variance of Open Reading Frames (ORFs) and Spike protein in severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).,"<h4>Background</h4>The outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has caused severe pneumonia at December 2019. Since then, it has been wildly spread from Wuhan, China, to Asia, European, and United States to become the pandemic worldwide. Now coronavirus disease 2019 were globally diagnosed over 3 084 740 cases with mortality of 212 561 toll. Current reports variants are found in SARS-CoV-2, majoring in functional ribonucleic acid (RNA) to transcribe into structural proteins as transmembrane spike (S) glycoprotein and the nucleocapsid (N) protein holds the virus RNA genome; the envelope (E) and membrane (M) alone with spike protein form viral envelope. The nonstructural RNA genome includes ORF1ab, ORF3, ORF6, 7a, 8, and ORF10 with highly conserved information for genome synthesis and replication in ORF1ab.<h4>Methods</h4>We apply genomic alignment analysis to observe SARS-CoV-2 sequences from GenBank (http://www.ncbi.nim.nih.gov/genebank/): MN 908947 (China, C1); MN985325 (United States: WA, UW); MN996527 (China, C2); MT007544 (Australia: Victoria, A1); MT027064 (United States: CA, UC); MT039890 (South Korea, K1); MT066175 (Taiwan, T1); MT066176 (Taiwan, T2); LC528232 (Japan, J1); and LC528233 (Japan, J2) and Global Initiative on Sharing All Influenza Data database (https://www.gisaid.org). We adopt Multiple Sequence Alignments web from Clustalw (https://www.genome.jp/tools-bin/clustalw) and Geneious web (https://www.geneious.com.<h4>Results</h4>We analyze database by genome alignment search for nonstructural ORFs and structural E, M, N, and S proteins. Mutations in ORF1ab, ORF3, and ORF6 are observed; specific variants in spike region are detected.<h4>Conclusion</h4>We perform genomic analysis and comparative multiple sequence of SARS-CoV-2. Large scaling sequence alignments trace to localize and catch different mutant strains in United possibly to transmit severe deadly threat to humans. Studies about the biological symptom of SARS-CoV-2 in clinic animal and humans will be applied and manipulated to find mechanisms and shield the light for understanding the origin of pandemic crisis.","hji,kes",0,0,0,2,0.0,,not descriptive of resource
32777814,BSAseq: an interactive and integrated web-based workflow for identification of causal mutations in bulked F2 populations.,"<h4>Summary</h4>With the advance of next-generation sequencing technologies and reductions in the costs of these techniques, bulked segregant analysis (BSA) has become not only a powerful tool for mapping quantitative trait loci but also a useful way to identify causal gene mutations underlying phenotypes of interest. However, due to the presence of background mutations and errors in sequencing, genotyping, and reference assembly, it is often difficult to distinguish true causal mutations from background mutations. In this study, we developed the BSAseq workflow, which includes an automated bioinformatics analysis pipeline with a probabilistic model for estimating the linked region (the region linked to the causal mutation) and an interactive Shiny web application for visualizing the results. We deeply sequenced a sorghum male-sterile parental line (ms8) to capture the majority of background mutations in our bulked F2 data. We applied the workflow to 11 bulked sorghum F2 populations and 1 rice F2 population and identified the true causal mutation in each population. The workflow is intuitive and straightforward, facilitating its adoption by users without bioinformatics analysis skills. We anticipate that the BSAseq workflow will be broadly applicable to the identification of causal mutations for many phenotypes of interest.<h4>Availability and implementation</h4>BSAseq is freely available on https://www.sciapps.org/page/bsa.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,,
32778890,SurvivalMeth: a web server to investigate the effect of DNA methylation-related functional elements on prognosis.,"Aberrant DNA methylation is a fundamental characterization of epigenetics for carcinogenesis. Abnormality of DNA methylation-related functional elements (DMFEs) may lead to dysfunction of regulatory genes in the progression of cancers, contributing to prognosis of many cancers. There is an urgent need to construct a tool to comprehensively assess the impact of DMFEs on prognosis. Therefore, we developed SurvivalMeth (http://bio-bigdata.hrbmu.edu.cn/survivalmeth) to explore the prognosis-related DMFEs, which documented many kinds of DMFEs, including 309,465 CpG island-related elements, 104,748 transcript-related elements, 77,634 repeat elements, as well as cell-type specific 1,689,653 super enhancers (SE) and 1,304,902 CTCF binding regions for analysis. SurvivalMeth is a convenient tool which collected DNA methylation profiles of 36 cancers and allowed users to query their genes of interest in different datasets for prognosis. Furthermore, SurvivalMeth not only integrated different combinations, including single DMFE, multiple DMFEs, SEs and clinical data, to perform survival analysis on preupload data but also allowed for uploading customized DNA methylation profile of DMFEs from various diseases to analyze. SurvivalMeth provided a comprehensive resource and automated analysis for prognostic DMFEs, including DMFE methylation level, correlation analysis, clinical analysis, differential analysis, DMFE annotation, survival-related detailed result and visualization of survival analysis. In summary, we believe that SurvivalMeth will facilitate prognostic research of DMFEs in diverse cancers.","hji,kes",0,0,0,2,0.0,software,
32778891,MolAICal: a soft tool for 3D drug design of protein targets by artificial intelligence and classical algorithm.,"Deep learning is an important branch of artificial intelligence that has been successfully applied into medicine and two-dimensional ligand design. The three-dimensional (3D) ligand generation in the 3D pocket of protein target is an interesting and challenging issue for drug design by deep learning. Here, the MolAICal software is introduced to supply a way for generating 3D drugs in the 3D pocket of protein targets by combining with merits of deep learning model and classical algorithm. The MolAICal software mainly contains two modules for 3D drug design. In the first module of MolAICal, it employs the genetic algorithm, deep learning model trained by FDA-approved drug fragments and Vinardo score fitting on the basis of PDBbind database for drug design. In the second module, it uses deep learning generative model trained by drug-like molecules of ZINC database and molecular docking invoked by Autodock Vina automatically. Besides, the Lipinski's rule of five, Pan-assay interference compounds (PAINS), synthetic accessibility (SA) and other user-defined rules are introduced for filtering out unwanted ligands in MolAICal. To show the drug design modules of MolAICal, the membrane protein glucagon receptor and non-membrane protein SARS-CoV-2 main protease are chosen as the investigative drug targets. The results show MolAICal can generate the various and novel ligands with good binding scores and appropriate XLOGP values. We believe that MolAICal can use the advantages of deep learning model and classical programming for designing 3D drugs in protein pocket. MolAICal is freely for any nonprofit purpose and accessible at https://molaical.github.io.","hji,kes",0,0,0,2,0.0,software,
32810207,MELODI Presto: a fast and agile tool to explore semantic triples derived from biomedical literature.,"<h4>Summary</h4>The field of literature-based discovery is growing in step with the volume of literature being produced. From modern natural language processing algorithms to high quality entity tagging, the methods and their impact are developing rapidly. One annotation object that arises from these approaches, the subject-predicate-object triple, is proving to be very useful in representing knowledge. We have implemented efficient search methods and an application programming interface, to create fast and convenient functions to utilize triples extracted from the biomedical literature by SemMedDB. By refining these data, we have identified a set of triples that focus on the mechanistic aspects of the literature, and provide simple methods to explore both enriched triples from single queries, and overlapping triples across two query lists.<h4>Availability and implementation</h4>https://melodi-presto.mrcieu.ac.uk/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,software,
32839519,Serum albumin as a predictor of neurological recovery after spinal cord injury: a replication study.,"<h4>Study design</h4>This was a secondary analysis on an observational cohort study.<h4>Objective</h4>To determine if serum albumin significantly associates with long-term neurological outcome (i.e., 1-year post-injury) in a contemporary cohort of individuals with spinal cord injury.<h4>Setting</h4>Six rehabilitation centers across the United States.<h4>Methods</h4>A secondary analysis of neurological outcomes and serum albumin concentrations was performed on data from the Spinal Cord Injury Rehabilitation study. Data was accessed from the Archive of Data on Disability to Enable Policy and research (ADDEP). The primary analysis applied unbiased recursive partitioning to examine the relationship between serum albumin, injury severity, and long-term outcomes. The analysis is accessible via https://rpubs.com/AnhKhoaVo/586028 .<h4>Results</h4>Serum albumin concentration was significantly associated with lower extremity motor scores (LEMS) and American Spinal Injury Association Impairment Scale (AIS) grade at admission to rehabilitation. Serum albumin concentrations alone were also significantly associated with change of LEMS and marked recovery (improvement of at least 2 AIS grades and/or recovery to walking) at 1-year post injury. However, after adjusting for admission to rehabilitation LEMS and AIS grade, serum albumin was not significant.<h4>Conclusion</h4>The current study partially confirms our previous observations that serum albumin concentrations are associated with neurological outcome after spinal cord injury. As a crude prognostic biomarker, serum albumin concentration could be useful in cases where injury severity cannot be accurately assessed.","hji,kes",0,0,0,2,0.0,,
32840559,SOLQC: Synthetic Oligo Library Quality Control tool.,"<h4>Motivation</h4>Recent years have seen a growing number and an expanding scope of studies using synthetic oligo libraries for a range of applications in synthetic biology. As experiments are growing by numbers and complexity, analysis tools can facilitate quality control and support better assessment and inference.<h4>Results</h4>We present a novel analysis tool, called SOLQC, which enables fast and comprehensive analysis of synthetic oligo libraries, based on NGS analysis performed by the user. SOLQC provides statistical information such as the distribution of variant representation, different error rates and their dependence on sequence or library properties. SOLQC produces graphical reports from the analysis, in a flexible format. We demonstrate SOLQC by analyzing literature libraries. We also discuss the potential benefits and relevance of the different components of the analysis.<h4>Availability and implementation</h4>SOLQC is a free software for non-commercial use, available at https://app.gitbook.com/@yoav-orlev/s/solqc/. For commercial use please contact the authors.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,software,
32871007,SARS2020: an integrated platform for identification of novel coronavirus by a consensus sequence-function model.,"<h4>Motivation</h4>The 2019 novel coronavirus outbreak has significantly affected global health and society. Thus, predicting biological function from pathogen sequence is crucial and urgently needed. However, little work has been conducted to identify viruses by the enzymes that they encode, and which are key to pathogen propagation.<h4>Results</h4>We built a comprehensive scientific resource, SARS2020, which integrates coronavirus-related research, genomic sequences and results of anti-viral drug trials. In addition, we built a consensus sequence-catalytic function model from which we identified the novel coronavirus as encoding the same proteinase as the severe acute respiratory syndrome virus. This data-driven sequence-based strategy will enable rapid identification of agents responsible for future epidemics.<h4>Availabilityand implementation</h4>SARS2020 is available at http://design.rxnfinder.org/sars2020/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,diverse coronavirus data resource,Chuck Check - discussion - tool - integration but not enough value add - N
32884207,From sequence analysis of DPP-4 to molecular docking based searching of its inhibitors.,"Literature data suggests that Dipeptidyl peptidase-4 (DPP-4) is a potential target for type 2 Diabetes Mellitus. Therefore, it is of interest to identify new DPP-4 inhibitors using molecular docking analysis. We document compounds such as STOCK1N-98884, STOCK1N-98881, and STOCK1N-98866 with optimal binding features with DPP-4 from the ligand database at https://www.ibscreen.com/ for further consideration.","hji,kes",0,0,0,2,0.0,mentions database,not descriptive of resource
32889703,Six- and Twelve-Month Follow-up Results of a Cluster Randomized Controlled Trial of a CBT-Based Group Course.,"In the current study, we examined the durability of intervention gains over a 6- and 12-month follow-up period after the implementation of a CBT-based group intervention ""Adolescent Coping with Depression Course"" (ACDC) for adolescents with subclinical or mild-to-moderate depression. Data were collected from 228 youth, 133 of whom were allocated to the 14-week ACDC intervention and 95 to the usual care (UC) control condition. Analyses for the main outcome variable of depressive symptoms were performed using a random effects repeated measures piecewise growth model to estimate trajectory shape over time on an intention-to-treat basis. Results revealed that the reduction in depressive symptoms achieved during the intervention phase continued across the follow-up period for both ACDC and UC (i.e., depressive symptoms showed a significantly decreasing trend in both groups in intervention and follow-up phases); however, no differential effects between conditions were found during the follow-up phase. The direct and indirect effects of the intervention on the other outcome variables' follow-up results were also presented. ISRCTN registry ISRCTN19700389. Registered 6 October 2015. https://doi.org/10.1186/ISRCTN19700389 . Full Protocol: https://doi.org/10.1186/s12888-016-0954-y.","hji,kes",0,0,0,2,0.0,,
32926121,CHESPA/CHESCA-SPARKY: automated NMR data analysis plugins for SPARKY to map protein allostery.,"<h4>Motivation</h4>Correlated Nuclear Magnetic Resonance (NMR) chemical shift changes identified through the CHEmical Shift Projection Analysis (CHESPA) and CHEmical Shift Covariance Analysis (CHESCA) reveal pathways of allosteric transitions in biological macromolecules. To address the need for an automated platform that implements CHESPA and CHESCA and integrates them with other NMR analysis software packages, we introduce here integrated plugins for NMRFAM-SPARKY that implement the seamless detection and visualization of allosteric networks.<h4>Availability and implementation</h4>CHESCA-SPARKY and CHESPA-SPARKY are available in the latest version of NMRFAM-SPARKY from the National Magnetic Resonance Facility at Madison (http://pine.nmrfam.wisc.edu/download_packages.html), the NMRbox Project (https://nmrbox.org) and to subscribers to the SBGrid (https://sbgrid.org). The assigned spectra involved in this study and tutorial videos using this dataset are available at https://sites.google.com/view/chescachespa-sparky.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics Online.","hji,kes",0,0,0,2,0.0,software,hard one - mention of dataset but the resources are packages - N
32926411,Quantitative SEM characterisation of ceramic target prior and after magnetron sputtering: a case study of aluminium zinc oxide.,"Till now electron microscopy techniques have not been used to evaluate the plasma-target interactions undergone during the magnetron sputtering process. The destructive nature of this interaction severely alters the target microstructure. Utilising quantitative microscopy techniques can shed light on the complex plasma and solid-state processes involved which can ultimately lead to improved functional thin film deposition. As a representative functional material, aluminium-doped-zinc oxide (AZO) is an upcoming alternative to conventional transparent electrode wherein the process optimisation is of great importance. In this paper, we evaluate the pre- and post-sputter field emission scanning electron microscopy (FESEM) data for ceramic AZO target fabricated at three final sintering temperatures (1100°C, 1200°C and 1300°C). In all cases, grain boundaries are merged in addition to a visible reduction in the secondary phases which makes segmentation-based image analysis challenging. Through surface statistics (i.e. fractal dimension, autocorrelation length, texture aspect ratio and entropy) as a function of magnification we can quantify the electron microscopy image of the microstructure. We show that the plasma-microstructure interaction leads to an increase in autocorrelation length, texture aspect ratio and entropy for the optimum AZO ceramic sputtering target sintered at 1200°C. Furthermore, a maximum reduction in fractal dimension span (as determined by exponential regression) is also observed for 1200°C. In addition to the evaluation of plasma effects on sintering, our approach can provide a window towards understanding the underlying thin film growth mechanisms. We believe that this technique can be applied to the defect characterisation of a wide range of polycrystalline ceramic sputtering targets (e.g. ITO, CZTS, GAZO and so on) with the ultimate goal of improving the magnetron sputtering process and the resulting functional thin film. LAY DESCRIPTION: Magnetron sputtering allows scientists to make functional thin films on the order of the nanoscale. In this technique, atoms are plucked from a 'target' then placed onto a substrate forming a thin nanometric film: all thanks to magnets, a special power supply and the fourth state of matter (plasma). Understanding what is going on and how to make a 'good' thin film is important for making better light emitting diodes, solar cells and light sensors. Scientists use electron microscopy to see what is going on in the microstructure of the sputtered thin films to fine tune the sputtering recipe. Here, for the first time, we have applied electron microscopy to see the surface of the microstructure before and after magnetron sputtering. This will help us understanding the plasma-microstructure interaction allowing us to make more informed decisions when fine-tuning the sputtering process to get improved thin films. This is a case study of aluminium-doped zinc oxide (AZO) target that could potentially replace indium tin oxide (ITO), which is widely used as a transparent electrode in devices involving light and electricity. In this case, improved characteristics would be lower electrical resistivity and higher transmission of light. We show that it is possible to use a mathematical description (e.g. the fractal dimension) of the scanning electron microscopy picture to show a link between the target surface and the functional properties. Simple explanation of fractal dimensions by Sixty Symbols ○ https://www.youtube.com/watch?v=cmBljeC79Ls Experimental demonstration of magnetron sputtering by The Thought Emporium ○ https://www.youtube.com/watch?v=Cyu7etM-0Ko Introductory video on magnetron sputtering by Applied Science ○ https://www.youtube.com/watch?v=9OEz_e9C4KM Demonstration of AZO target fabrication and sputtering by Pradhyut Rajjkumar ○ https://www.youtube.com/watch?v=kTLaTJfNX3c Simple explanation of a DIY SEM by Applied Science ○ https://www.youtube.com/watch?v=VdjYVF4a6iU.","hji,kes",0,0,0,2,0.0,,
32931552,AFid: a tool for automated identification and exclusion of autofluorescent objects from microscopy images.,"<h4>Motivation</h4>Autofluorescence is a long-standing problem that has hindered the analysis of images of tissues acquired by fluorescence microscopy. Current approaches to mitigate autofluorescence in tissue are lab-based and involve either chemical treatment of sections or specialized instrumentation and software to 'unmix' autofluorescent signals. Importantly, these approaches are pre-emptive and there are currently no methods to deal with autofluorescence in acquired fluorescence microscopy images.<h4>Results</h4>To address this, we developed Autofluorescence Identifier (AFid). AFid identifies autofluorescent pixels as discrete objects in multi-channel images post-acquisition. These objects can then be tagged for exclusion from downstream analysis. We validated AFid using images of FFPE human colorectal tissue stained for common immune markers. Further, we demonstrate its utility for image analysis where its implementation allows the accurate measurement of HIV-Dendritic cell interactions in a colorectal explant model of HIV transmission. Therefore, AFid represents a major leap forward in the extraction of useful data from images plagued by autofluorescence by offering an approach that is easily incorporated into existing workflows and that can be used with various samples, staining panels and image acquisition methods. We have implemented AFid in ImageJ, Matlab and R to accommodate the diverse image analysis community.<h4>Availability and implementation</h4>AFid software is available at https://ellispatrick.github.io/AFid.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,software,
32963995,Shorter time to clinical decision in work-related asthma using a digital tool.,"<b>PEF curves are a useful but cumbersome tool in diagnosing work-related asthma. Using a digital spirometer and smartphone app, time to clinical decision could be shortened by 6-7 weeks. Physician's time spent analysing PEF data is also shortened.</b> https://bit.ly/3d5SY78.","hji,kes",0,0,0,2,0.0,,
32973479,Nutil: A Pre- and Post-processing Toolbox for Histological Rodent Brain Section Images.,"With recent technological advances in microscopy and image acquisition of tissue sections, further developments of tools are required for viewing, transforming, and analyzing the ever-increasing amounts of high-resolution data produced. In the field of neuroscience, histological images of whole rodent brain sections are commonly used for investigating brain connections as well as cellular and molecular organization in the normal and diseased brain, but present a problem for the typical neuroscientist with no or limited programming experience in terms of the pre- and post-processing steps needed for analysis. To meet this need we have designed <i>Nutil</i>, an open access and stand-alone executable software that enables automated transformations, post-processing, and analyses of 2D section images using multi-core processing (OpenMP). The software is written in C++ for efficiency, and provides the user with a clean and easy graphical user interface for specifying the input and output parameters. <i>Nutil</i> currently contains four separate tools: (1) A transformation toolchain named ""Transform"" that allows for rotation, mirroring and scaling, resizing, and renaming of very large tiled tiff images. (2) ""TiffCreator"" enables the generation of tiled TIFF images from other image formats such as PNG and JPEG. (3) A ""Resize"" tool completes the preprocessing toolset and allows downscaling of PNG and JPEG images with output in PNG format. (4) The fourth tool is a post-processing method called ""Quantifier"" that enables the quantification of segmented objects in the context of regions defined by brain atlas maps generated with the <i>QuickNII</i> software based on a 3D reference atlas (mouse or rat). The output consists of a set of report files, point cloud coordinate files for visualization in reference atlas space, and reference atlas images superimposed with color-coded objects. The <i>Nutil</i> software is made available by the Human Brain Project (https://www.humanbrainproject.eu) at https://www.nitrc.org/projects/nutil/.","hji,kes",0,0,0,2,0.0,software,references a database - NITR
32981359,Twenty-Four-Hour Urinary Sodium and Potassium Excretion and Their Associations With Blood Pressure Among Adults in China: Baseline Survey of Action on Salt China.,"This study aimed to assess current level of sodium and potassium intake and their associations with blood pressure (BP) using the 24-hour urinary data in a large sample of China. Data from participants aged 18 to 75 years were collected as the baseline survey of Action on Salt China in 2018. Of 5454 adults, 5353 completed 24-hour urine collection. The average sodium, potassium excretion, and sodium-to-potassium molar ratio were 4318.1±1814.1 mg/d (equivalent to 11.0±4.6 g/d of salt), 1573.7±627.1 mg/d, and 5.0±2.1, respectively. After adjusting for potential confounding factors and correcting for regression dilution, each 1000-mg increase in sodium excretion was associated with increased systolic BP (1.32 mm Hg [95% CI, 0.92-1.81]) and diastolic BP (0.34 mm Hg [95% CI, 0.09-0.60]). Each 1000-mg increase in potassium excretion was inversely associated with systolic BP (-3.19 mm Hg [95% CI, -4.38 to -2.20]) and diastolic BP (-1.56 mm Hg [95% CI, -2.29 to -0.90]). Each unit increase in sodium-to-potassium molar ratio was associated with an increase of systolic BP by 1.21 mm Hg (95% CI, 0.91-1.60) and diastolic BP by 0.44 mm Hg (95% CI, 0.24-0.64). The relationships between sodium and BP mostly increase with the rise of BP quantiles. Potassium shows the opposite trend. The current sodium intake in Chinese adults remains high and potassium intake is low. Sodium and sodium-to-potassium ratio were positively associated with BP, whereas potassium was inversely associated with BP. Registration- URL: https://tinyurl.com/vdr8rpr; Unique identifier: ChiCTR1800017553. URL: https://tinyurl.com/w8c7x3w; Unique identifier: ChiCTR1800016804. URL: https://tinyurl.com/s3ajldw; Unique identifier: ChiCTR1800018119.","hji,kes",0,0,0,2,0.0,,
32997753,BEST: a Shiny/R web-based application to easily retrieve cross-related enzyme functional parameters and information from BRENDA.,"<h4>Motivation</h4>BRENDA is the largest enzyme functional database, containing information of 84 000 experimentally characterized enzyme entries. This database is an invaluable resource for researchers in the biological field, which classifies enzyme-related information in categories that are very useful to obtain specific functional and protein engineering information for enzyme families. However, the BRENDA web interface, the most used by researchers with a non-informatic background, does not allow the user to cross-reference data from different categories or sub-categories in the database. Obtaining information in an easy and fast way, in a friendly web interface, without the necessity to have a deep informatics knowledge, will facilitate and improve research in the enzymology and protein engineering field.<h4>Results</h4>We developed the Brenda Easy Search Tool (BEST), an interactive Shiny/R application that enables querying the BRENDA database for complex cross-tabulated characteristics, and retrieving enzyme-related parameters and information readily and efficiently, which can be used for the study of enzyme function or as an input for other bioinformatics tools.<h4>Availability and implementation</h4>BEST and its tutorial are freely available from https://pesb2.cl/best/.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,interface to another database,
33006570,Automating the Generation of Antimicrobial Resistance Surveillance Reports: Proof-of-Concept Study Involving Seven Hospitals in Seven Countries.,"<h4>Background</h4>Reporting cumulative antimicrobial susceptibility testing data on a regular basis is crucial to inform antimicrobial resistance (AMR) action plans at local, national, and global levels. However, analyzing data and generating a report are time consuming and often require trained personnel.<h4>Objective</h4>This study aimed to develop and test an application that can support a local hospital to analyze routinely collected electronic data independently and generate AMR surveillance reports rapidly.<h4>Methods</h4>An offline application to generate standardized AMR surveillance reports from routinely available microbiology and hospital data files was written in the R programming language (R Project for Statistical Computing). The application can be run by double clicking on the application file without any further user input. The data analysis procedure and report content were developed based on the recommendations of the World Health Organization Global Antimicrobial Resistance Surveillance System (WHO GLASS). The application was tested on Microsoft Windows 10 and 7 using open access example data sets. We then independently tested the application in seven hospitals in Cambodia, Lao People's Democratic Republic, Myanmar, Nepal, Thailand, the United Kingdom, and Vietnam.<h4>Results</h4>We developed the AutoMated tool for Antimicrobial resistance Surveillance System (AMASS), which can support clinical microbiology laboratories to analyze their microbiology and hospital data files (in CSV or Excel format) onsite and promptly generate AMR surveillance reports (in PDF and CSV formats). The data files could be those exported from WHONET or other laboratory information systems. The automatically generated reports contain only summary data without patient identifiers. The AMASS application is downloadable from https://www.amass.website/. The participating hospitals tested the application and deposited their AMR surveillance reports in an open access data repository.<h4>Conclusions</h4>The AMASS is a useful tool to support the generation and sharing of AMR surveillance reports.","hji,kes",0,0,0,2,0.0,software,
33009809,Detection of mobile genetic elements associated with antibiotic resistance in Salmonella enterica using a newly developed web tool: MobileElementFinder.,"<h4>Objectives</h4>Antimicrobial resistance (AMR) in clinically relevant bacteria is a growing threat to public health globally. In these bacteria, antimicrobial resistance genes are often associated with mobile genetic elements (MGEs), which promote their mobility, enabling them to rapidly spread throughout a bacterial community.<h4>Methods</h4>The tool MobileElementFinder was developed to enable rapid detection of MGEs and their genetic context in assembled sequence data. MGEs are detected based on sequence similarity to a database of 4452 known elements augmented with annotation of resistance genes, virulence factors and detection of plasmids.<h4>Results</h4>MobileElementFinder was applied to analyse the mobilome of 1725 sequenced Salmonella enterica isolates of animal origin from Denmark, Germany and the USA. We found that the MGEs were seemingly conserved according to multilocus ST and not restricted to either the host or the country of origin. Moreover, we identified putative translocatable units for specific aminoglycoside, sulphonamide and tetracycline genes. Several putative composite transposons were predicted that could mobilize, among others, AMR, metal resistance and phosphodiesterase genes associated with macrophage survivability. This is, to our knowledge, the first time the phosphodiesterase-like pdeL has been found to be potentially mobilized into S. enterica.<h4>Conclusions</h4>MobileElementFinder is a powerful tool to study the epidemiology of MGEs in a large number of genome sequences and to determine the potential for genomic plasticity of bacteria. This web service provides a convenient method of detecting MGEs in assembled sequence data. MobileElementFinder can be accessed at https://cge.cbs.dtu.dk/services/MobileElementFinder/.","hji,kes",0,0,0,2,0.0,software,
33010165,"Newt: a comprehensive web-based tool for viewing, constructing and analyzing biological maps.","<h4>Motivation</h4>Visualization of cellular processes and pathways is a key recurring requirement for effective biological data analysis. There is a considerable need for sophisticated web-based pathway viewers and editors operating with widely accepted standard formats, using the latest visualization techniques and libraries.<h4>Results</h4>We developed a web-based tool named Newt for viewing, constructing and analyzing biological maps in standard formats such as SBGN, SBML and SIF.<h4>Availability and implementation</h4>Newt's source code is publicly available on GitHub and freely distributed under the GNU LGPL. Ample documentation on Newt can be found on http://newteditor.org and on YouTube.","hji,kes",0,0,0,2,0.0,software,
33016192,Curated gene expression dataset of differentiating 3T3-L1 adipocytes under pharmacological and genetic perturbations.,"The 3T3-L1 cell line is used as an adipocyte differentiation model for the analysis of genes specifically expressed during the differentiation course. This cell model has several applications in obesity and insulin resistance research. We built a data resource to model gene expression of differentiating and mature adipocytes in response to several drugs and gene manipulations. We surveyed the literature survey for microarray datasets of differentiating 3T3-L1 cell line sampled at one or more time points under genetic or pharmacological perturbations. Data and metadata were obtained from the gene expression omnibus. The metadata were manually curated using unified language across the studies. Probe intensities were mapped and collapsed to genes using a reproducible pipeline. Samples were classified into none, genetically or pharmacologically modified. In addition to the clean datasets, two aggregated sets were further homogenized for illustration purposes. The curated datasets are available as an R/Bioconductor experimental data package curatedAdipoArray. The package documents the source code of the data collection, curation and processing. Finally, we used a subset of the data to effectively remove batch effects and reproduce biological observations. <b>Database URL</b> https://bioconductor.org/packages/curatedAdipoArray.","hji,kes",0,0,0,2,0.0,"curated dataset; reassessed, no bioconductor",described as a data resource but a bioconductor package; reassessed and still no - not includeing bioconductor packages
33027504,PredHPI: an integrated web server platform for the detection and visualization of host-pathogen interactions using sequence-based methods.,"<h4>Motivation</h4>Understanding the mechanisms underlying infectious diseases is fundamental to develop prevention strategies. Host-pathogen interactions (HPIs) are actively studied worldwide to find potential genomic targets for the development of novel drugs, vaccines and other therapeutics. Determining which proteins are involved in the interaction system behind an infectious process is the first step to develop an efficient disease control strategy. Very few computational methods have been implemented as web services to infer novel HPIs, and there is not a single framework which combines several of those approaches to produce and visualize a comprehensive analysis of HPIs.<h4>Results</h4>Here, we introduce PredHPI, a powerful framework that integrates both the detection and visualization of interaction networks in a single web service, facilitating the apprehension of model and non-model host-pathogen systems to aid the biologists in building hypotheses and designing appropriate experiments. PredHPI is built on high-performance computing resources on the backend capable of handling proteome-scale sequence data from both the host as well as pathogen. Data are displayed in an information-rich and interactive visualization, which can be further customized with user-defined layouts. We believe PredHPI will serve as an invaluable resource to diverse experimental biologists and will help advance the research in the understanding of complex infectious diseases.<h4>Availability and implementation</h4>PredHPI tool is freely available at http://bioinfo.usu.edu/PredHPI/.<h4>Supplementary information</h4>Sup plementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,software,
33031509,Automated download and clean-up of family-specific databases for kmer-based virus identification.,"<h4>Summary</h4>Here, we present an automated pipeline for Download Of NCBI Entries (DONE) and continuous updating of a local sequence database based on user-specified queries. The database can be created with either protein or nucleotide sequences containing all entries or complete genomes only. The pipeline can automatically clean the database by removing entries with matches to a database of user-specified sequence contaminants. The default contamination entries include sequences from the UniVec database of plasmids, marker genes and sequencing adapters from NCBI, an E.coli genome, rRNA sequences, vectors and satellite sequences. Furthermore, duplicates are removed and the database is automatically screened for sequences from green fluorescent protein, luciferase and antibiotic resistance genes that might be present in some GenBank viral entries, and could lead to false positives in virus identification. For utilizing the database, we present a useful opportunity for dealing with possible human contamination. We show the applicability of DONE by downloading a virus database comprising 37 virus families. We observed an average increase of 16 776 new entries downloaded per month for the 37 families. In addition, we demonstrate the utility of a custom database compared to a standard reference database for classifying both simulated and real sequence data.<h4>Availabilityand implementation</h4>The DONE pipeline for downloading and cleaning is deposited in a publicly available repository (https://bitbucket.org/genomicepidemiology/done/src/master/).<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.","hji,kes",0,0,0,2,0.0,interface to another database,for cleaning databases not a database itself
